record_id,service,agency,agency_code,category,requirements,fees_summary,steps_summary,processing_time,source_url,last_verified
SVC-6732,Shamva (Bulawayo) Ward 33 - NSSA Pension Retirement Disbursement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6732; Official Bank Payment Receipt for Prescribed Fee,Shamva (Bulawayo) Ward 33 - NSSA Pension Retirement Disbursement Procedure Application Processing Fee: $50,Obtain Application Form SVC-6732 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Shamva (Bulawayo) Ward 33 - NSSA Pension Retirement Disbursement Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6733,Rushinga (Manicaland) Ward 34 - Official Government Gazette Publication Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6733; Official Bank Payment Receipt for Prescribed Fee,Rushinga (Manicaland) Ward 34 - Official Government Gazette Publication Procedure Application Processing Fee: $50,Obtain Application Form SVC-6733 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Rushinga (Manicaland) Ward 34 - Official Government Gazette Publication Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6734,Marondera (Mashonaland Central) Ward 35 - High Court Execution Writ Service Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6734; Official Bank Payment Receipt for Prescribed Fee,Marondera (Mashonaland Central) Ward 35 - High Court Execution Writ Service Procedure Application Processing Fee: $50,Obtain Application Form SVC-6734 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Marondera (Mashonaland Central) Ward 35 - High Court Execution Writ Service Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6735,Goromonzi (Mashonaland East) Ward 36 - Ward Civil Registration & Birth Certificate Notification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6735; Official Bank Payment Receipt for Prescribed Fee,Goromonzi (Mashonaland East) Ward 36 - Ward Civil Registration & Birth Certificate Notification Procedure Application Processing Fee: $50,Obtain Application Form SVC-6735 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Goromonzi (Mashonaland East) Ward 36 - Ward Civil Registration & Birth Certificate Notification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6736,Sekes (Mashonaland West) Ward 37 - Ward Social Welfare Emergency Relief Grant Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6736; Official Bank Payment Receipt for Prescribed Fee,Sekes (Mashonaland West) Ward 37 - Ward Social Welfare Emergency Relief Grant Procedure Application Processing Fee: $50,Obtain Application Form SVC-6736 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Sekes (Mashonaland West) Ward 37 - Ward Social Welfare Emergency Relief Grant Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6737,Murewa (Masvingo) Ward 38 - Community Borehole Rehabilitation & Water Testing Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6737; Official Bank Payment Receipt for Prescribed Fee,Murewa (Masvingo) Ward 38 - Community Borehole Rehabilitation & Water Testing Procedure Application Processing Fee: $50,Obtain Application Form SVC-6737 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Murewa (Masvingo) Ward 38 - Community Borehole Rehabilitation & Water Testing Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6738,Mutoko (Matabeleland North) Ward 39 - Agritex Extension Grain Seedling Distribution Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6738; Official Bank Payment Receipt for Prescribed Fee,Mutoko (Matabeleland North) Ward 39 - Agritex Extension Grain Seedling Distribution Procedure Application Processing Fee: $50,Obtain Application Form SVC-6738 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mutoko (Matabeleland North) Ward 39 - Agritex Extension Grain Seedling Distribution Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6739,Uzumba-Maramba-Pfungwe (Matabeleland South) Ward 40 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6739; Official Bank Payment Receipt for Prescribed Fee,Uzumba-Maramba-Pfungwe (Matabeleland South) Ward 40 - Veterinary Dip Tank Livestock Vaccination Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-6739 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Uzumba-Maramba-Pfungwe (Matabeleland South) Ward 40 - Veterinary Dip Tank Livestock Vaccination Pass Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6740,Chinhoyi (Midlands) Ward 41 - Primary School Development Committee Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6740; Official Bank Payment Receipt for Prescribed Fee,Chinhoyi (Midlands) Ward 41 - Primary School Development Committee Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-6740 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chinhoyi (Midlands) Ward 41 - Primary School Development Committee Clearance Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6741,Kariba (Harare) Ward 42 - Secondary School Boarding Facility Allocation Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6741; Official Bank Payment Receipt for Prescribed Fee,Kariba (Harare) Ward 42 - Secondary School Boarding Facility Allocation Procedure Application Processing Fee: $50,Obtain Application Form SVC-6741 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kariba (Harare) Ward 42 - Secondary School Boarding Facility Allocation Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6742,Zvimba (Bulawayo) Ward 43 - Vocational Training Apprentice Placement Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6742; Official Bank Payment Receipt for Prescribed Fee,Zvimba (Bulawayo) Ward 43 - Vocational Training Apprentice Placement Procedure Application Processing Fee: $50,Obtain Application Form SVC-6742 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Zvimba (Bulawayo) Ward 43 - Vocational Training Apprentice Placement Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6743,Chegutu (Manicaland) Ward 44 - Municipal Trade Vendor Kiosk Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6743; Official Bank Payment Receipt for Prescribed Fee,Chegutu (Manicaland) Ward 44 - Municipal Trade Vendor Kiosk Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-6743 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chegutu (Manicaland) Ward 44 - Municipal Trade Vendor Kiosk Renewal Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6744,Kadoma (Mashonaland Central) Ward 45 - Local Authority Architectural Building Approval Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6744; Official Bank Payment Receipt for Prescribed Fee,Kadoma (Mashonaland Central) Ward 45 - Local Authority Architectural Building Approval Procedure Application Processing Fee: $50,Obtain Application Form SVC-6744 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Kadoma (Mashonaland Central) Ward 45 - Local Authority Architectural Building Approval Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6745,Mhangura (Mashonaland East) Ward 46 - Trade Effluent Wastewater Discharge Permit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6745; Official Bank Payment Receipt for Prescribed Fee,Mhangura (Mashonaland East) Ward 46 - Trade Effluent Wastewater Discharge Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-6745 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mhangura (Mashonaland East) Ward 46 - Trade Effluent Wastewater Discharge Permit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6746,Masvingo Urban (Mashonaland West) Ward 47 - VID Certificate of Fitness Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6746; Official Bank Payment Receipt for Prescribed Fee,Masvingo Urban (Mashonaland West) Ward 47 - VID Certificate of Fitness Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-6746 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Urban (Mashonaland West) Ward 47 - VID Certificate of Fitness Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6747,Masvingo Rural (Masvingo) Ward 48 - TSCZ Defensive Driving Card Renewal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6747; Official Bank Payment Receipt for Prescribed Fee,Masvingo Rural (Masvingo) Ward 48 - TSCZ Defensive Driving Card Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-6747 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Masvingo Rural (Masvingo) Ward 48 - TSCZ Defensive Driving Card Renewal Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6748,Chiredzi (Matabeleland North) Ward 49 - Commuter Omnibus Route Operating Licence Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6748; Official Bank Payment Receipt for Prescribed Fee,Chiredzi (Matabeleland North) Ward 49 - Commuter Omnibus Route Operating Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-6748 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Chiredzi (Matabeleland North) Ward 49 - Commuter Omnibus Route Operating Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6749,Gutu (Matabeleland South) Ward 50 - ZINARA Toll Exemption Verification Pass Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6749; Official Bank Payment Receipt for Prescribed Fee,Gutu (Matabeleland South) Ward 50 - ZINARA Toll Exemption Verification Pass Procedure Application Processing Fee: $50,Obtain Application Form SVC-6749 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gutu (Matabeleland South) Ward 50 - ZINARA Toll Exemption Verification Pass Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6750,Bikitia (Midlands) Ward 1 - ZIMRA Border Cargo Clearance & Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6750; Official Bank Payment Receipt for Prescribed Fee,Bikitia (Midlands) Ward 1 - ZIMRA Border Cargo Clearance & Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-6750 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bikitia (Midlands) Ward 1 - ZIMRA Border Cargo Clearance & Inspection Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6751,Mwenezi (Harare) Ward 2 - Customs In-Bond Transit Seal Removal Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6751; Official Bank Payment Receipt for Prescribed Fee,Mwenezi (Harare) Ward 2 - Customs In-Bond Transit Seal Removal Procedure Application Processing Fee: $50,Obtain Application Form SVC-6751 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Mwenezi (Harare) Ward 2 - Customs In-Bond Transit Seal Removal Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6752,Lupane (Bulawayo) Ward 3 - ZRP Firearm Storage Vault Security Audit Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6752; Official Bank Payment Receipt for Prescribed Fee,Lupane (Bulawayo) Ward 3 - ZRP Firearm Storage Vault Security Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-6752 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Lupane (Bulawayo) Ward 3 - ZRP Firearm Storage Vault Security Audit Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6753,Hwange (Manicaland) Ward 4 - Private Security Company Operating Permit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6753; Official Bank Payment Receipt for Prescribed Fee,Hwange (Manicaland) Ward 4 - Private Security Company Operating Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-6753 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Hwange (Manicaland) Ward 4 - Private Security Company Operating Permit Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6754,Binga (Mashonaland Central) Ward 5 - MOPA Public Event & Assembly Clearance Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6754; Official Bank Payment Receipt for Prescribed Fee,Binga (Mashonaland Central) Ward 5 - MOPA Public Event & Assembly Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-6754 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Binga (Mashonaland Central) Ward 5 - MOPA Public Event & Assembly Clearance Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6755,Nkayi (Mashonaland East) Ward 6 - ZEC Ward Polling Station Registration Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6755; Official Bank Payment Receipt for Prescribed Fee,Nkayi (Mashonaland East) Ward 6 - ZEC Ward Polling Station Registration Procedure Application Processing Fee: $50,Obtain Application Form SVC-6755 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Nkayi (Mashonaland East) Ward 6 - ZEC Ward Polling Station Registration Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6756,Bubi (Mashonaland West) Ward 7 - ZACC Whistleblower Protection Disclosure Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6756; Official Bank Payment Receipt for Prescribed Fee,Bubi (Mashonaland West) Ward 7 - ZACC Whistleblower Protection Disclosure Procedure Application Processing Fee: $50,Obtain Application Form SVC-6756 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Bubi (Mashonaland West) Ward 7 - ZACC Whistleblower Protection Disclosure Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6757,Tsholotsho (Masvingo) Ward 8 - Commercial Solar PV System Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6757; Official Bank Payment Receipt for Prescribed Fee,Tsholotsho (Masvingo) Ward 8 - Commercial Solar PV System Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-6757 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Tsholotsho (Masvingo) Ward 8 - Commercial Solar PV System Licence Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6758,Gwanda (Matabeleland North) Ward 9 - LP Gas Retail Outlet Refilling Inspection Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6758; Official Bank Payment Receipt for Prescribed Fee,Gwanda (Matabeleland North) Ward 9 - LP Gas Retail Outlet Refilling Inspection Procedure Application Processing Fee: $50,Obtain Application Form SVC-6758 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gwanda (Matabeleland North) Ward 9 - LP Gas Retail Outlet Refilling Inspection Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6759,Beitbridge (Matabeleland South) Ward 10 - Artisanal Gold Syndicate Licence Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6759; Official Bank Payment Receipt for Prescribed Fee,Beitbridge (Matabeleland South) Ward 10 - Artisanal Gold Syndicate Licence Procedure Application Processing Fee: $50,Obtain Application Form SVC-6759 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Beitbridge (Matabeleland South) Ward 10 - Artisanal Gold Syndicate Licence Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6760,Plumtree (Midlands) Ward 11 - Forestry Charcoal Transport Permit Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6760; Official Bank Payment Receipt for Prescribed Fee,Plumtree (Midlands) Ward 11 - Forestry Charcoal Transport Permit Procedure Application Processing Fee: $50,Obtain Application Form SVC-6760 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Plumtree (Midlands) Ward 11 - Forestry Charcoal Transport Permit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6761,Insiza (Harare) Ward 12 - Heritage Site Commercial Filming Clearance Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6761; Official Bank Payment Receipt for Prescribed Fee,Insiza (Harare) Ward 12 - Heritage Site Commercial Filming Clearance Procedure Application Processing Fee: $50,Obtain Application Form SVC-6761 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Insiza (Harare) Ward 12 - Heritage Site Commercial Filming Clearance Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6762,Matobo (Bulawayo) Ward 13 - Export CD1 Form Acquittance Verification Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6762; Official Bank Payment Receipt for Prescribed Fee,Matobo (Bulawayo) Ward 13 - Export CD1 Form Acquittance Verification Procedure Application Processing Fee: $50,Obtain Application Form SVC-6762 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Matobo (Bulawayo) Ward 13 - Export CD1 Form Acquittance Verification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
SVC-6763,Umzingwane (Manicaland) Ward 14 - Customs Duty Drawback Claim Audit Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6763; Official Bank Payment Receipt for Prescribed Fee,Umzingwane (Manicaland) Ward 14 - Customs Duty Drawback Claim Audit Procedure Application Processing Fee: $50,Obtain Application Form SVC-6763 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Umzingwane (Manicaland) Ward 14 - Customs Duty Drawback Claim Audit Procedure,7-14 working days,https://www.gov.zw/,2026-07-31
SVC-6764,Gweru Urban (Mashonaland Central) Ward 15 - PRAZ Procurement Category Renewal Procedure,"Deeds, Companies & Intellectual Property",DCIP,business_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6764; Official Bank Payment Receipt for Prescribed Fee,Gweru Urban (Mashonaland Central) Ward 15 - PRAZ Procurement Category Renewal Procedure Application Processing Fee: $50,Obtain Application Form SVC-6764 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gweru Urban (Mashonaland Central) Ward 15 - PRAZ Procurement Category Renewal Procedure,Same day (1-2 hours),https://www.gov.zw/,2026-07-31
SVC-6765,Gweru Rural (Mashonaland East) Ward 16 - SAZ Quality Management ISO Certification Procedure,Civil Registry & Judicial Services,CIVREG,civil_registration,Certified National Identity Card or Company Registration Certificate; Proof of Statutory Compliance & Tax Clearance Certificate; Completed Prescribed Application Form SVC-6765; Official Bank Payment Receipt for Prescribed Fee,Gweru Rural (Mashonaland East) Ward 16 - SAZ Quality Management ISO Certification Procedure Application Processing Fee: $50,Obtain Application Form SVC-6765 from relevant ministry/agency counter or portal | Pay prescribed fee ($50) at official bank or cash desk | Submit completed dossier along with national ID and statutory compliance certificates | Technical officers conduct evaluation and physical premises/hardware audit | Receive official Certificate / Operating Permit for Gweru Rural (Mashonaland East) Ward 16 - SAZ Quality Management ISO Certification Procedure,14-30 calendar days,https://www.gov.zw/,2026-07-31
